0.199426,0.148766,0.0895917,-0.00314938,-0.0071457,0.0419543,0.999089
0.474496,0.190933,0.0735506,-0.010568,-0.000920758,0.0380019,0.999221
0.730947,0.206869,0.0831419,-0.002636,-0.00300643,-0.0144801,0.999887
1.00862,0.208585,0.0828695,-0.00656688,-0.00140571,-0.0297636,0.999534
1.27678,0.202667,0.0834078,-0.00367936,-0.00374211,-0.0335082,0.999425
1.54472,0.199428,0.0724773,-0.00862406,-0.00497882,-0.0410619,0.999107
1.80362,0.199028,0.0980174,-0.015057,-0.00176239,-0.0434054,0.998943
2.05501,0.203067,0.0762908,-0.0138224,-0.00915836,-0.0150895,0.999749
2.30473,0.215372,0.0803541,-0.0105987,-0.00110226,0.0214903,0.999712
2.56609,0.247953,0.0680862,-0.0164808,0.00969125,0.0245867,0.999515
2.81976,0.277453,0.0765305,-0.0153285,0.0143255,0.208583,0.97778
2.87977,0.529837,0.0625086,-0.00547196,0.00492001,0.433766,0.900996
3.02324,0.763733,0.0757672,-0.00407376,0.00780505,0.535919,0.844224
3.10398,1.00848,0.0746881,-0.00588408,0.00569852,0.597098,0.802126
3.14916,1.27358,0.0634577,-0.00289289,0.0132885,0.65436,0.756061
3.13595,1.53324,0.056457,0.000926934,0.0128979,0.721655,0.692132
3.10196,1.79361,0.0673411,0.0051288,0.00371216,0.733415,0.679752
3.04164,2.05304,0.0694551,0.00758565,-0.00142792,0.781653,0.623665
2.93064,2.27966,0.0606068,0.00616476,0.00424027,0.846833,0.531806
2.77358,2.4795,0.066276,0.00453203,0.00318083,0.904241,0.426986
2.58301,2.65834,0.0552856,0.00565187,0.011988,0.942939,0.332701
2.36855,2.80114,0.0706264,0.0278853,0.0075113,0.962898,0.268315
2.12043,2.9089,0.0702494,0.0213595,0.0171094,0.983437,0.179172
1.85339,2.97669,0.0716054,0.0129989,0.0182237,0.992098,0.123452
1.58834,3.01523,0.0904856,0.000815626,0.00720742,0.99376,0.111305
1.34018,3.05729,0.0761282,-0.00417149,0.0121726,0.996399,0.0838011
1.07604,3.06963,0.0774728,0.00921916,0.0122333,0.99965,0.0215455
0.808166,3.06719,0.0871789,0.00938441,0.017004,0.999801,0.0045236
0.536631,3.05396,0.0988351,0.00859282,0.0128257,0.999872,0.004244
0.2679,3.04234,0.104554,0.0112767,0.0149347,0.999824,0.00114946
0.0174723,3.03018,0.108024,-0.0105273,-0.0174873,-0.999792,0.000351051
-0.263852,3.0179,0.12436,0.00686326,0.0139039,0.999853,0.00735838
-0.519232,3.00796,0.131636,-0.00809795,-0.0155795,-0.999846,0.000451648
-0.796979,2.99772,0.139721,-0.00888434,-0.0200079,-0.999758,0.00212335
-1.07097,2.99055,0.150404,0.00773617,0.0167455,0.999825,0.00313295
-1.33893,2.97703,0.161547,0.012109,0.0135681,0.999799,0.00848034
-1.6116,2.96579,0.169273,-0.012334,-0.0170326,-0.999779,0.0007828
-1.87688,2.95324,0.185025,0.00795243,0.0164409,0.99983,0.00237021
-2.12793,2.93971,0.181762,0.00845801,0.0133502,0.999868,0.00380446
-2.40374,2.92746,0.190234,0.0100212,0.0140932,0.99985,0.000357739
-2.67625,2.91975,0.200865,-0.00789838,-0.0175577,-0.999814,0.00151851
-2.92694,2.90497,0.2089,0.0116768,0.0153045,0.999803,0.00482103
-3.19073,2.89413,0.206707,0.0115436,0.0136142,0.999838,0.00250734
-3.45946,2.88058,0.216387,-0.00990599,-0.0171287,-0.999804,0.000213694
-3.74779,2.87335,0.218041,0.0112998,0.0149532,0.999815,0.00424793
-4.01654,2.85448,0.227527,0.0101792,0.0142876,0.999843,0.00245021
-4.30043,2.84457,0.232827,0.0108368,0.014781,0.999832,0.000492885
-4.58395,2.82966,0.239392,0.0101554,0.0151582,0.999827,0.00351334
-4.84491,2.80983,0.248114,-0.00999063,-0.0115126,-0.999882,0.00169388
-5.12284,2.79948,0.251558,-0.0101505,-0.011269,-0.999871,0.00521272
-5.39057,2.78348,0.256081,-0.00867625,-0.0120333,-0.999884,0.00337614
-5.67594,2.7668,0.254004,-0.00569921,-0.00953511,-0.999935,0.00274774
-5.96318,2.74741,0.261973,-0.0043973,-0.00983166,-0.99991,0.00797971
-6.21682,2.73351,0.258177,-0.00297265,-0.0131133,-0.999869,0.00903932
-6.49162,2.7199,0.251757,-0.000508548,-0.0124513,-0.999915,0.00372581
